OrgSubmissionID,CostRowID,ActivityRowID,OrganisationID,CollectionActivityID,CollectionActivityCnt,CollectionResourceID,TotalCost,FinancialYearStartDate
"00000003","1","1","OR1","DIM007","7471","CPF005","566.81000000","2021-04-01"
"00000003","2","2","OR1","BLD003","8242","CPF017","351.66000000","2021-04-01"
"00000003","3","2","OR1","BLD003","8242","CPF024","224.06000000","2021-04-01"
"00000003","4","2","OR1","DIM002","5382","CPF002","120.76000000","2021-04-01"
"00000003","5","2","OR1","PAT003","7830","CPF010","360.30000000","2021-04-01"
"00000003","6","2","OR1","PAT003","7830","CPF022","484.54000000","2021-04-01"
"00000003","7","2","OR1","PAT003","7830","CPF011","835.52000000","2021-04-01"
"00000003","8","2","OR1","PAT003","7830","CPF030","350.33000000","2021-04-01"
"00000003","9","3","OR1","THR003","3671","CPF022","7.45000000","2021-04-01"
"00000003","10","3","OR1","THR003","3671","CPF024","399.33000000","2021-04-01"
"00000003","11","3","OR1","THR003","3671","CPF030","37.33000000","2021-04-01"
"00000003","12","3","OR1","OUT005","7389","CSC008","103.93000000","2021-04-01"
"00000003","13","4","OR1","BLD002","1004","CSC008","202.47000000","2021-04-01"
"00000003","14","5","OR1","BLD003","41","CPF011","352.71000000","2021-04-01"
"00000003","15","5","OR1","DIM010","5845","CPF017","663.01000000","2021-04-01"
"00000003","16","5","OR1","DIM010","5845","CPF032","397.59000000","2021-04-01"
"00000003","17","5","OR1","DIM010","5845","CPF010","777.81000000","2021-04-01"
"00000003","18","6","OR1","PAT005","9700","CPF010","341.80000000","2021-04-01"
"00000003","19","6","OR1","PAT005","9700","CPF023","806.60000000","2021-04-01"
"00000003","20","6","OR1","PAT005","9700","CPF010","85.71000000","2021-04-01"
"00000003","21","6","OR1","PAT005","9700","CPF017","998.00000000","2021-04-01"
"00000003","22","6","OR1","COM001","7030","CSC008","745.04000000","2021-04-01"
"00000003","23","6","OR1","DIM006","715","CPF017","225.51000000","2021-04-01"
"00000003","24","6","OR1","DIM006","715","CPF011","399.48000000","2021-04-01"
"00000003","25","6","OR1","DIM006","715","CSC006","552.04000000","2021-04-01"
"00000003","26","6","OR1","DIM006","715","CSC005","442.68000000","2021-04-01"
"00000003","27","7","OR1","PAT001","2757","CPF010","326.50000000","2021-04-01"
"00000003","28","7","OR1","PAT001","2757","CPF032","324.25000000","2021-04-01"
"00000003","29","7","OR1","BLD003","6929","CPF001","299.17000000","2021-04-01"
"00000003","30","8","OR1","BLD003","3620","CPF010","165.93000000","2021-04-01"
"00000003","31","8","OR1","BLD003","3620","CPF032","98.63000000","2021-04-01"
"00000003","32","8","OR1","BLD003","3620","CPF030","242.97000000","2021-04-01"
"00000003","33","8","OR1","PAT007","8789","CPF022","46.58000000","2021-04-01"
"00000003","34","8","OR1","PAT007","8789","CPF030","524.38000000","2021-04-01"
"00000003","35","8","OR1","PAT007","8789","CPF023","586.61000000","2021-04-01"
"00000003","36","8","OR1","PAT007","8789","CPF031","203.90000000","2021-04-01"
"00000003","37","9","OR1","OUT004","1686","CPF011","5.34000000","2021-04-01"
"00000003","38","9","OR1","OUT004","1686","CPF024","550.63000000","2021-04-01"
"00000003","39","9","OR1","OUT004","1686","CPF032","787.54000000","2021-04-01"
"00000003","40","9","OR1","OUT004","1686","CPF032","992.32000000","2021-04-01"
"00000003","41","10","OR1","BLD003","6834","CPF031","302.95000000","2021-04-01"
"00000003","42","10","OR1","BLD003","6834","CPF001","729.17000000","2021-04-01"
"00000003","43","10","OR1","BLD003","6834","CPF031","382.89000000","2021-04-01"
"00000003","44","10","OR1","THR001","2395","CSC006","38.13000000","2021-04-01"
"00000003","45","10","OR1","ODT005","5148","CPF030","877.28000000","2021-04-01"
"00000003","46","10","OR1","ODT005","5148","CPF010","115.10000000","2021-04-01"
